id,repeatProbability
12262064.0,0.106516
12277270.0,0.4072875
12332190.0,0.0
12524696.0,0.080071
13074629.0,0.0621325
13387341.0,0.032132
13501141.0,0.055362
13558712.0,0.0055495
13563017.0,0.063459
13584134.0,0.0
13744500.0,0.246167
14026320.0,0.013071
14049441.0,0.0382675
14101174.0,0.098093
14278542.0,0.116098
14632152.0,0.363685
14723452.0,0.0022665
14790034.0,0.47824
14989775.0,0.031152
15050385.0,0.0
15073302.0,0.113526
15134033.0,0.0017045
15163210.0,0.0061075
15417308.0,0.012415
15575309.0,0.1056955
15708395.0,0.022293
16075389.0,0.1351015
16078766.0,0.2473325
16130307.0,0.2519835
16412251.0,0.18587900000000002
16551772.0,0.0506125
16740945.0,0.0313765
16765955.0,0.0
16790471.0,0.07331750000000001
16799857.0,0.250024
16802992.0,0.012723
16829614.0,0.4137875
16961724.0,0.48631899999999995
16968198.0,0.45804300000000003
17041984.0,0.2341595
17208569.0,0.0494335
17524817.0,0.262639
17552659.0,0.5761510000000001
17563640.0,0.0091935
17652157.0,0.0703345
17678929.0,0.107716
17792880.0,0.061595
17956604.0,0.17865799999999998
18019282.0,0.009112
18036844.0,0.1598925
18470775.0,0.0663175
18714453.0,0.0055935
18854215.0,0.01355
18985721.0,0.0
19006747.0,0.03749
19119985.0,0.029232
19134469.0,0.484736
19166969.0,0.0311385
19253253.0,0.0
19277502.0,0.0222575
19346425.0,0.3544425
19460457.0,0.07798
19607398.0,0.014036
19648997.0,0.0083435
19667741.0,0.0990225
20008183.0,0.06021
20552767.0,1.0
20760852.0,0.559558
21303030.0,0.053238999999999995
21323129.0,0.0097365
21420965.0,0.07954549999999999
21489091.0,0.067611
21690320.0,0.787278
21774908.0,0.038784
21862750.0,0.026977
21873377.0,0.1581005
22018852.0,0.0
22149847.0,0.7015935
22199203.0,0.0
22221380.0,0.0
22231751.0,0.868911
22326006.0,0.00347
22496007.0,0.284606
22560643.0,0.056428
22587434.0,0.006667
22644300.0,0.20080599999999998
22735677.0,0.000358
22745038.0,0.6512575
22806689.0,0.0
23011309.0,0.0805465
23194432.0,0.3009545
23194614.0,0.0004195
23211846.0,0.530837
23340837.0,0.2784355
23480814.0,0.0338375
23727805.0,0.3129005
23763655.0,0.265599
23972718.0,0.539099
24032560.0,0.122829
24120930.0,0.0
42937475.0,0.013205
48386542.0,0.035126
48532593.0,0.24823499999999998
48605649.0,0.06968150000000001
48747840.0,0.0886695
49182915.0,0.0
49204603.0,0.052657
49240577.0,0.0
49332997.0,0.038248500000000005
49522674.0,0.004876
49591669.0,0.021808499999999998
49710372.0,0.38327500000000003
50006012.0,0.4470045
50050726.0,0.5425565
50066863.0,0.232796
50173943.0,0.0468055
50246742.0,0.133484
50288900.0,0.035307000000000005
50545000.0,0.0138555
50635466.0,0.921559
50677951.0,0.001396
50786785.0,0.1027725
50791864.0,0.27872050000000004
50828137.0,0.563949
51053733.0,0.0005025
51328832.0,0.5141915
51349274.0,0.535718
51377848.0,0.0
51388399.0,0.203934
51472749.0,0.376375
51804381.0,0.0
51868456.0,0.0050625
52015552.0,0.507367
52113271.0,0.062231999999999996
52328342.0,0.029841
52387756.0,0.003016
52584180.0,0.0380785
52590015.0,0.0185755
52770204.0,0.619891
52795289.0,0.3373845
52942577.0,0.001695
53041103.0,0.0
53098486.0,0.544489
53120801.0,0.2552345
53257670.0,0.479642
53280850.0,0.0231595
53404104.0,0.4623075
53593836.0,0.014567
53638549.0,0.0114125
53724690.0,0.4989555
53879707.0,0.295219
53885141.0,0.1703475
53899367.0,0.0
54001770.0,0.0
54174570.0,0.0
54181077.0,0.2161065
54244565.0,0.008962
54371887.0,0.0240995
54382575.0,0.066454
54396440.0,0.5460430000000001
54536172.0,0.008661
54590006.0,0.0
54612729.0,0.2431835
54675558.0,0.0164825
54678988.0,0.019338
54706842.0,0.0
54786312.0,0.0417845
54877654.0,0.086419
54887182.0,0.001027
54888166.0,0.08699899999999999
55054099.0,0.141228
55224643.0,0.43937550000000003
55233603.0,0.1868475
55304581.0,0.2509
55308708.0,0.0169085
55319724.0,0.441486
55489245.0,0.243676
55495293.0,0.3353505
55640032.0,0.5770770000000001
55701436.0,0.072792
55710392.0,0.0836035
55712353.0,0.0
55724905.0,0.4820365
55810929.0,0.17144
55901143.0,0.009977
55964098.0,0.0323755
56114316.0,0.1890365
56211996.0,0.12403549999999999
56486066.0,0.0469835
56544981.0,1.0
56661209.0,0.0
56802105.0,0.0757555
56811020.0,0.071363
56914425.0,0.0050395
56987029.0,0.020245
57039866.0,0.17157
57044075.0,0.2379255
57147488.0,0.0
57172147.0,0.3870025
57269030.0,0.044033499999999996
57272357.0,0.2056125
57315609.0,0.0145735
57340646.0,0.859192
57367164.0,0.0328035
57426577.0,0.064751
57513964.0,0.00052
57539670.0,0.0
57553266.0,0.362417
57574907.0,0.018769
57581720.0,0.053501
57612433.0,0.0131925
57834619.0,0.0036940000000000002
57897266.0,0.42239099999999996
58077382.0,0.292287
58161301.0,0.780678
58237989.0,0.396143
58330353.0,0.0096855
58524246.0,0.027522
58558323.0,0.1156235
58814206.0,0.016208
58867493.0,0.044573
58891410.0,0.032333
59120754.0,0.27502899999999997
59150399.0,0.0
59252232.0,0.0133535
59370197.0,0.0069025
59469484.0,0.6199535
59572755.0,0.1284135
59574114.0,0.0
59600890.0,0.2404205
59638916.0,0.015082
59735577.0,0.0
59928376.0,0.4059245
60235497.0,0.033388
60283133.0,0.060205
60321911.0,0.001639
60461023.0,0.009387
60548896.0,0.0036495
60755624.0,0.0866085
60761302.0,0.012497
60825309.0,0.11448149999999999
60983202.0,0.11394750000000001
61094869.0,0.0311415
61109871.0,0.0
61142178.0,0.0242505
61196030.0,0.0003005
61296212.0,0.0
61322289.0,0.8820325
61366710.0,0.1554005
61390454.0,0.245346
61416624.0,0.2464625
61444033.0,0.10645550000000001
61486412.0,0.0159935
61599063.0,0.1730295
61933479.0,0.1391625
61989333.0,0.0089315
62102735.0,0.004496
62310326.0,0.0
62407885.0,0.0414625
62426499.0,0.0291745
62496996.0,0.0
62577743.0,0.02386
62611006.0,0.0573
62673601.0,0.002779
62743057.0,0.013174499999999999
62877041.0,0.2600695
62995056.0,0.1463295
63007083.0,0.0291685
63019458.0,0.1202415
63318034.0,0.0
63336621.0,0.028053
63341538.0,0.0517505
63532753.0,0.4860365
63575541.0,0.5564675
63585470.0,0.0
63626446.0,0.0
63707754.0,0.019479
63866464.0,0.037022
63976577.0,0.556555
64169538.0,0.0586195
64233884.0,0.523712
64272407.0,0.0
64532763.0,0.4057845
64872069.0,0.4796905
64960358.0,0.23352
65173941.0,1.0
65307069.0,0.0217645
65329794.0,0.269109
65487565.0,0.0
65538823.0,0.053866
65756156.0,0.0
66163784.0,0.0408175
66194616.0,0.0
66221175.0,0.235964
66258590.0,0.9981180000000001
66303204.0,0.187743
66448637.0,0.037350499999999995
66503578.0,0.0208265
66612145.0,0.223642
66614778.0,1.0
66650733.0,0.0017485
66814830.0,0.0343285
66929462.0,0.0
66966448.0,0.0665035
67079016.0,0.010379
67086430.0,0.049183
67133701.0,0.897876
67306121.0,0.0
67339823.0,0.1921945
67388625.0,0.0254525
67513296.0,0.0714415
67724271.0,0.0
67803905.0,0.024595
67815367.0,0.0529485
68093886.0,0.434672
68185264.0,0.4381235
68188965.0,0.004932
68216359.0,0.0
68342007.0,0.0
68382868.0,0.0015975
68435096.0,0.0092045
68470926.0,0.18797550000000002
68517155.0,0.4729805
68681837.0,0.9029404999999999
68686456.0,0.2535175
68925006.0,0.043874
69053255.0,0.156565
69152657.0,0.0
69167658.0,0.0002035
69172169.0,0.37902650000000004
69461393.0,0.0660775
69495518.0,1.0
69507993.0,0.0
69675741.0,0.0
69808860.0,0.2307015
69818569.0,0.32210700000000003
69853336.0,0.0026705
69956833.0,0.0
70072294.0,0.0
70128172.0,0.0101035
70455180.0,0.5923375
70462513.0,0.2131995
70463479.0,0.4233515
70535868.0,0.310443
70580005.0,0.261592
70607577.0,0.015843
70653096.0,0.0022805
70697900.0,0.119671
70765113.0,0.043452000000000005
70801415.0,0.0453355
70834566.0,0.0
70850323.0,0.0407895
71011594.0,0.002605
71040590.0,0.0
71108488.0,0.023669000000000003
71113475.0,0.0372815
71121618.0,0.5481425
71141645.0,0.0071965
71298343.0,0.0027545
71311112.0,0.005273999999999999
71314426.0,0.0189635
71426296.0,1.0
